2.0000000000000000000 -3.0000000000000000000	1.3234714003944773175 -1.9763313609467455621	0.8598783697967534590 -1.2630739089725770385	0.5209096544374254322 -0.7092196130850174674	0.2184955552571127274 -0.0620520297612273487	5.6423251459115233075 3.3545989206345341830	3.7652453202956608182 2.2296030005185377889	2.5185328832207838445 1.4711378173441465773	1.6982682324741974903 0.9466289691318444259	1.1785515372633262704 0.5560861378263465277	0.9105017546815373430 0.2192236923288838698	0.9454035975995324120 -0.0268349194380063652	1.0023133770261713858 0.0032477549951993797	0.9999948845671609736 0.0000150024571571397	0.9999999998010895055 -0.0000000001534851920	|1.000000000 0.000000000
2.0000000000000000000 -3.2500000000000000000	1.3230181681985914888 -2.1462328157330828222	0.8584526611581087392 -1.3839740998268344734	0.5164632563691598783 -0.8100594864170029886	0.1919015385193038166 -0.2126032786409152002	-0.2869265107701145725 3.9007673161797651535	-0.2128387252034468458 2.6036997210012379977	-0.1900873065512955205 1.7437321649579105291	-0.2325201356026673083 1.1858313663183064115	-0.3663798343453337958 0.8767589327286083738	-0.5036550656852632377 0.8471710255582537898	-0.4996999766782695959 0.8662521388456922681	-0.4999999014340814227 0.8660253023808545801	-0.5000000000000170280 0.8660254037844491331	|-0.500000000 0.866025404
2.0000000000000000000 -3.5000000000000000000	1.3229191321499013807 -2.3156607495069033531	0.8581440265821702087 -1.5034014245720435330	0.5155316853026369587 -0.9064868072215230200	0.1869912693405865767 -0.3408891899811224423	-1.0603139350460856897 1.6322796831697894927	-0.7426412237672771180 1.1685723183400687071	-0.5689267349456523751 0.9364697539228036937	-0.5072233967460038455 0.8707034950242800425	-0.5000728892417048909 0.8660332618460159290	-0.5000000036177148077 0.8660253998101420781	-0.4999999999999999738 0.8660254037844386348	|-0.500000000 0.866025404
2.0000000000000000000 -3.7500000000000000000	1.3230524858019739547 -2.4846745129967313609	0.8585542279192881148 -1.6215470472272833962	0.5167145624213221548 -0.9991394550263150477	0.1922124756995664559 -0.4511037592235343671	-0.8321571563585573230 0.6991547096003494898	-0.5061218092292487204 0.7440519913514599354	-0.4886217372883474091 0.8788954283567204730	-0.4997278907190161660 0.8659169928938501039	-0.5000000822593912809 0.8660253793114550329	-0.4999999999999995970 0.8660254037844312923	|-0.500000000 0.866025404
2.0000000000000000000 -4.0000000000000000000	1.3233333333333333334 -2.6533333333333333334	0.8594117334080731472 -1.7386019889435650701	0.5191239383810696038 -1.0886589599952904429	0.2018382734160574081 -0.5477218598468204748	-0.6097860756518019041 0.2696440139098745460	0.0980270196654951406 0.7344417132234085320	-0.5205441388532583740 0.3303903815022823131	0.0262458342958952425 1.0137532640917616848	-0.3062015216098592443 0.6590632981345524668	-0.6111942801009830788 0.9217360238500626250	-0.5135243187041738020 0.8655238257368958273	-0.5000814834353415687 0.8658631044842851191	-0.4999999672382484101 0.8660254076156271804	-0.5000000000000003119 0.8660254037844376044	|-0.500000000 0.866025404
2.0000000000000000000 -4.2500000000000000000	1.3237032103085116913 -2.8216915846099933926	0.8605334379608294771 -1.8547400701654416175	0.5222021216114698035 -1.1756116794739653740	0.2130876132044065413 -0.6342751407201935626	-0.4514509002716333526 0.0266694241913020038	1.3175355604417751901 0.2096751403304000764	1.0563854445974466070 0.0816475031226049005	0.9976559383540940926 0.0088057946071487329	0.9999272486582680526 -0.0000405558840018297	1.0000000036480127281 0.0000000059017596935	0.9999999999999999785 0.0000000000000000431	|1.000000000 0.000000000
2.0000000000000000000 -4.5000000000000000000	1.3241222942572714068 -2.9897970028695929430	0.8617970423488351773 -1.9701121697812538025	0.5256009464948872702 -1.2604707553595521863	0.2246209764444049860 -0.7133383137608615908	-0.3387040360593801692 -0.1340866074459708087	1.6054603761870372835 -1.8087835036313795948	1.0635434873375545768 -1.1492705985001987048	0.6985113232227151685 -0.6306415167499408924	0.5040121567405533268 -0.0460040407495961717	1.6158517054958569070 0.2049306118381066765	1.1989017348034333760 0.1052549722777240633	1.0258794511101672225 0.0300711659013112455	0.9998321056302227825 0.0015111024879942510	0.9999977432386560535 -0.0000005029771183321	1.0000000000048399988 0.0000000000022702087	|1.000000000 0.000000000
2.0000000000000000000 -4.7500000000000000000	1.3245637831603229527 -3.1576904267589388697	0.8631217309271791823 -2.0848459191029843208	0.5291047175858140216 -1.3436216061283992915	0.2358058668940573966 -0.7867537802492674756	-0.2554665625575605143 -0.2527161684945211930	-0.1423696195153220287 -2.7497316194524689169	-0.1386458506319494038 -1.8376951860584595189	-0.1894642913061534418 -1.2398554586432189821	-0.3285301324310987085 -0.8898513115280534836	-0.5006073067697869430 -0.8339701201948126666	-0.4994116425179233188 -0.8669150924220853438	-0.4999988712021726616 -0.8660252675640446539	-0.5000000000008941432 -0.8660254037835050039	|-0.500000000 -0.866025404
2.0000000000000000000 -5.0000000000000000000	1.3250099088386841062 -3.3254062623860483551	0.8644548662679194641 -2.1990477437135378500	0.5325816440348542626 -1.4253747693717600421	0.2463607254821659455 -0.8558446742694706091	-0.1917004025237016312 -0.3471289966182563129	-1.2567977696804057071 -2.0255525699933834463	-0.8639139561860679005 -1.4029281516655698501	-0.6312143622874481450 -1.0449376620614821564	-0.5248828942420448069 -0.8946014387680646985	-0.5010713102566639400 -0.8668755930073157980	-0.5000017866279547617 -0.8660259469171257731	-0.5000000000031292607 -0.8660254037829001152	|-0.500000000 -0.866025404
2.2500000000000000000 0.0000000000000000000	1.5658436213991769547 0.0000000000000000000	1.1798466110632179426 0.0000000000000000000	1.0260214675953048192 0.0000000000000000000	1.0006543650004767356 0.0000000000000000000	1.0000004278202660252 0.0000000000000000000	1.0000000000001830301 0.0000000000000000000	|1.000000000 0.000000000
2.2500000000000000000 -0.2500000000000000000	1.5634542930795161611 -0.1523894507237755304	1.1748437117060261901 -0.0755077094099217988	1.0217577203608899858 -0.0195506297123907727	1.0001095476803828263 -0.0008239754592627591	0.9999993333615737387 -0.0000001812351470859	1.0000000000004115609 0.0000000000002416369	|1.000000000 0.000000000
2.2500000000000000000 -0.5000000000000000000	1.5568396770472895040 -0.3067589388696655133	1.1603855326072163774 -0.1542844376481773082	1.0083951112510087479 -0.0392935022779660442	0.9985802659546121679 -0.0007262256377749987	1.0000014890581531427 0.0000020674493354671	0.9999999999979429685 0.0000000000061570980	|1.000000000 0.000000000
2.2500000000000000000 -0.7500000000000000000	1.5474074074074074074 -0.4644444444444444444	1.1382026760373259150 -0.2393051015663341297	0.9843470070141329641 -0.0603094924251990112	0.9964001753644196303 0.0016340214385360235	1.0000103124084811401 -0.0000118436686140839	0.9999999999660776063 -0.0000000002442706743	|1.000000000 0.000000000
2.2500000000000000000 -1.0000000000000000000	1.5368441563042477061 -0.6258546781450384384	1.1111774460769040906 -0.3326666327919748946	0.9477858495039577775 -0.0856301791449738446	0.9939647200337067414 0.0088827896208661612	0.9999558928286345064 -0.0001075644708215125	0.9999999903734002975 0.0000000094879064545	1.0000000000000000026 -0.0000000000000001827	|1.000000000 -0.000000000
2.2500000000000000000 -1.2500000000000000000	1.5265812270084252997 -0.7906135042126498161	1.0827985266891907287 -0.4349617855753218024	0.8986403812620749215 -0.1206265172290915377	0.9902037625674952149 0.0265081377539783725	0.9993672037298491342 -0.0005036434353314270	1.0000001464695706582 0.0000006380440477293	0.9999999999996143534 0.0000000000001869084	|1.000000000 0.000000000
2.2500000000000000000 -1.5000000000000000000	1.5175323252246329169 -0.9579224194608809994	1.0562094519536393114 -0.5451766085258559255	0.8408069693043158168 -0.1711254584854584180	0.9772724417765582466 0.0628785645698042920	0.9962278499623666168 -0.0026236104916072378	1.0000073129227461210 0.0000199190376193062	0.9999999996567218642 0.0000000002913390429	|1.000000000 -0.000000000
2.2500000000000000000 -1.7500000000000000000	1.5100986193293885601 -1.1269033530571992111	1.0334549092624625292 -0.6612635336017673891	0.7817591208002529784 -0.2397805477871572634	0.9339623485898068330 0.1196633461811359992	0.9864633199931121044 -0.0150092832031893518	0.9999487967365653901 0.0004127817534732133	0.9999998321983232775 -0.0000000421820731545	1.0000000000000263781 0.0000000000000141564	|1.000000000 0.000000000
2.2500000000000000000 -2.0000000000000000000	1.5043123265953230282 -1.2968053904082441538	1.0153264401115182480 -0.7809569100563322833	0.7290101554901809750 -0.3242838190683973293	0.8366253949913538224 0.1726882453604792522	0.9771883289015563733 -0.0657328450465400582	0.9958335561106016144 0.0027190217998962865	1.0000099387028907269 -0.0000228200558907225	0.9999999995780422578 -0.0000000004536103387	|1.000000000 0.000000000
2.2500000000000000000 -2.2500000000000000000	1.5000000000000000000 -1.4670781893004115227	1.0016800745273691992 -0.9023530886125160041	0.6868686305375535900 -0.4191725565183649045	0.6933199510936394485 0.1783809150601557900	1.0318440748879085839 -0.1949728241616525386	0.9693383174579065165 -0.0196835175475340011	1.0005415668091430217 0.0012731708046124728	0.9999986756301264123 0.0000013802660303925	0.9999999999998488142 -0.0000000000036559717	|1.000000000 -0.000000000
2.2500000000000000000 -2.5000000000000000000	1.4969068913240336580 -1.6373635318417223732	0.9918799306045674721 -1.0241197467920567177	0.6560095873792144164 -0.5188405797101269943	0.5471105672458654043 0.1177908404921165898	1.3347151214655602161 -0.3594373126877304456	1.0406766151439379058 -0.1520148465636550948	0.9825475419393248382 -0.0151429000548552149	1.0000658924191180063 0.0005425080081665849	0.9999997101041945752 0.0000000716977299927	1.0000000000000788990 -0.0000000000000415698	|1.000000000 -0.000000000
2.2500000000000000000 -2.7500000000000000000	1.4947717544031630885 -1.8074535176289906218	0.9851416804586022916 -1.1454533829007996123	0.6349087979901128903 -0.6192454398036802380	0.4338561777316632158 0.0108162070154239148	2.0568109571537942246 -0.0809766265696891209	1.4496352878756422687 -0.0477994131776664165	1.1245282842797435936 -0.0214284220616972800	1.0129940450733357296 -0.0042470309801204346	1.0001488377393493187 -0.0001076605432187541	1.0000000105643829475 -0.0000000320400288208	0.9999999999999990850 -0.0000000000000006770	|1.000000000 -0.000000000
2.2500000000000000000 -3.0000000000000000000	1.4933629629629629630 -1.9772444444444444444	0.9807248780977357462 -1.2659413490411369596	0.6213369894671553978 -0.7181007531065173870	0.3610918740350689601 -0.1129117780612547741	2.1546626916914900756 1.2514032596992186732	1.4630465663627712362 0.7876350671509230624	1.0418408566314780885 0.4243043996610580296	0.8830196118970094914 0.0988405895170253375	1.0004423891498320053 -0.0274570089390660511	0.9992485845629641738 -0.0000517791594467365	1.0000005625022266532 0.0000000779322235389	1.0000000000003103351 0.0000000000000876740	|1.000000000 0.000000000
2.2500000000000000000 -3.2500000000000000000	1.4924906666666666666 -2.1466986666666666667	0.9780107540302548038 -1.3854228654202584695	0.6132003490491803990 -0.8143991365820383131	0.3201537428321310274 -0.2346853059103881025	0.8500459232855879518 1.8608651003297635017	0.5145545041556507655 1.1803772584108734314	0.2062033567685638396 0.6396319424650367468	-0.4616048471740833312 -0.0046338225324733561	1.2561553440430474528 -0.0344906526568278562	1.0482074411228709506 -0.0114106494830867831	1.0020752580755085972 -0.0010035953254754239	1.0000032959259656261 -0.0000041495433654713	0.9999999999936445971 -0.0000000000273530904	|1.000000000 -0.000000000
2.2500000000000000000 -3.5000000000000000000	1.4920064990638046458 -2.3158171399774965572	0.9765157054245070881 -1.5038832466180001600	0.6088325854584602676 -0.9078837651382913731	0.3000011402900590151 -0.3471772904476084342	-0.0296066653065310001 1.3350961171684694438	-0.2064673158623270847 0.8983498620343722141	-0.4905922370639299727 0.7701827883109901963	-0.4960472809140729140 0.8757270297648162074	-0.4998955624330054041 0.8660559288150120110	-0.4999999994643199980 0.8660253919571736308	-0.4999999999999999412 0.8660254037844387740	|-0.500000000 0.866025404
2.2500000000000000000 -3.7500000000000000000	1.4917980264001025247 -2.4846212995001922337	0.9758764726058408901 -1.6213838845737953330	0.6070097240465815837 -0.9986742206327451120	0.2922976069681014726 -0.4491386400948018452	-0.2751957473804111674 0.7619183633840353393	-0.5741653948226438535 0.8325221960556771429	-0.4985878706106806443 0.8596603657422274392	-0.4999961651121466270 0.8660680947754304655	-0.4999999988126314489 0.8660254051863101634	-0.4999999999999999968 0.8660254037844386456	|-0.500000000 0.866025404
2.2500000000000000000 -4.0000000000000000000	1.4917817949146920961 -2.6531418491548456591	0.9758268108975568611 -1.7380198393534463715	0.6068691967119178846 -1.0870474412722523207	0.2917218270618570845 -0.5416313091537699490	-0.2901781206582962164 0.3743189505647593094	-0.5638344346963706691 1.6886324679658520903	-0.4599634181829285091 1.1889444048722017516	-0.4583478993425661121 0.9306692780512778226	-0.4943710566593459856 0.8659683521406189540	-0.5000162828237867407 0.8659980781716472353	-0.4999999989885452561 0.8660254037565046108	-0.5000000000000000005 0.8660254037844386459	|-0.500000000 0.866025404
2.2500000000000000000 -4.2500000000000000000	1.4918967616264913563 -2.8214122230338446555	0.9761746487676286758 -1.8538959061125287460	0.6078162149640002610 -1.1733236106617199238	0.2950917552823344519 -0.6262797875136989775	-0.2460270059443084507 0.1187820689067274589	2.6135164924708732994 3.5763599424892451250	1.7371839428064336053 2.3680539089785946735	1.1465191117354999372 1.5418406101754920310	0.7383537406693236504 0.9414251779050121311	0.4367440289962996367 0.4014607860245841910	0.3707637909348163993 -0.6762041987436568965	-0.0542056525428647894 0.0217625646463359992	70.5387110499891800061 67.5730835291053715461	47.0258088662152925336 45.0486874510415758813	31.3505426182098424961 30.0323797718269741332	20.9003693376211648006 20.0214098241979488301	13.9335966445342694939 13.3472089931198625804	9.2891029022216047564 8.8972448038059993788	6.1928220498031444868 5.9294836788662068773	4.1287449520946823732 3.9484588555511786060	2.7529523412331248680 2.6221026750868252292	1.8364237033440087128 1.7250343701483215490	1.2275637964586687598 1.0976171823184948369	0.8320728425846961751 0.6095850757909687993	0.6491677374914859499 0.1076655732367847791	1.1613665863033622760 -0.1767338361180880865	1.0048548643888874978 -0.0459711847334937470	0.9979578244481113674 -0.0005681110367964769	1.0000038564659102226 0.0000023296274923957	1.0000000000094451723 0.0000000000179681363	|1.000000000 0.000000000
2.2500000000000000000 -4.5000000000000000000	1.4920987654320987655 -2.9894650205761316873	0.9767829298325731317 -1.9691140825914943554	0.6094453719616409215 -1.2578125461939003304	0.3005494165611809429 -0.7046278544077618957	-0.1927870226620030657 -0.0597751027952772173	6.6182721857401694823 -4.6686346797019798917	4.4138860891889493045 -3.1076360876603332894	2.9464476217042791972 -2.0609881008472666455	1.9731397488855194685 -1.3497740865937326313	1.3365653956680002960 -0.8454906635007466242	0.9481354363487379073 -0.4432429534114499655	0.8272353281078740033 -0.0620121400127289619	1.0304575202579541899 0.0308741518008509837	1.0000472206348440975 0.0018054258483484513	0.9999967433004586716 0.0000001783352483373	1.0000000000105743341 -0.0000000000011615762	|1.000000000 -0.000000000
2.2500000000000000000 -4.7500000000000000000	1.4923561488640008736 -3.1573302484934105908	0.9775546798472266488 -2.0837676895451508513	0.6114822280876801125 -1.3407919580428260500	0.3070176375596845150 -0.7779619886263115171	-0.1434291703142410487 -0.1931990087189797529	-1.7616062708832727910 -5.6397590938710062559	-1.1822549522188919765 -3.7652740884408135078	-0.8057305027385755688 -2.5224164725010320828	-0.5758896648952625328 -1.7091696337281481741	-0.4655037580654448519 -1.2014603399966138630	-0.4587023898795829985 -0.9362493839561148276	-0.4937411967684171649 -0.8664897601325275953	-0.5000142184877329527 -0.8659885183858128981	-0.4999999985123654992 -0.8660254042631143592	-0.4999999999999999998 -0.8660254037844386443	|-0.500000000 -0.866025404
2.2500000000000000000 -5.0000000000000000000	1.4926464126048325633 -3.3250346140159029971	0.9784218172722942039 -2.1979391920568746464	0.6137420162907523907 -1.4225013853934785642	0.3138736728549060460 -0.8473028854866673954	-0.1004974241963332697 -0.2988849178556212496	-2.7383445645599034559 -2.2246806740748399003	-1.8200787128531020395 -1.5093314647680777800	-1.2023523822471554388 -1.0648132833455485999	-0.7859466975951256616 -0.8381529130913561682	-0.5401798001280812181 -0.8107319744821956338	-0.4953740211432896100 -0.8646172409076588524	-0.5000210443490309960 -0.8660149607254334435	-0.4999999997862716359 -0.8660254032755801221	|-0.500000000 -0.866025404
2.5000000000000000000 0.0000000000000000000	1.7200000000000000000 0.0000000000000000000	1.2593401838831800974 0.0000000000000000000	1.0497407202235782924 0.0000000000000000000	1.0023196787065571517 0.0000000000000000000	1.0000053643147836913 0.0000000000000000000	1.0000000000287756673 0.0000000000000000000	|1.000000000 0.000000000
2.5000000000000000000 -0.2500000000000000000	1.7184262980753520897 -0.1562101754729928438	1.2557373054352484136 -0.0839528578835594475	1.0457330923777096927 -0.0279546315844434239	1.0013182011185514745 -0.0023629766994468308	0.9999961803425523301 -0.0000062308453599898	0.9999999999757658303 0.0000000000475994308	|1.000000000 0.000000000
2.5000000000000000000 -0.5000000000000000000	1.7140039447731755425 -0.3136094674556213018	1.2453443318386560525 -0.1701988830945551919	1.0334827111155215654 -0.0568520191783829979	0.9982540741245573379 -0.0037725863269003279	0.9999887234720081522 0.0000131472282798167	0.9999999999543045873 -0.0000000002965138326	|1.000000000 0.000000000
2.5000000000000000000 -0.7500000000000000000	1.7075162023398703813 -0.4730662402154700783	1.2293837766646106500 -0.2607386719434892187	1.0124740279123412438 -0.0881546740157359229	0.9928502212308709994 -0.0029944042442040140	1.0000423836524509368 0.0000434012127503120	0.9999999999129265349 0.0000000036788009785	0.9999999999999999864 -0.0000000000000000006	|1.000000000 -0.000000000
2.5000000000000000000 -1.0000000000000000000	1.6999603646452635751 -0.6349583828775267539	1.2097446096233694739 -0.3569466433440793736	0.9824614567799152028 -0.1242216493227993971	0.9841838357370689380 0.0017880821743272032	1.0002521248519793978 -0.0000583904173279230	1.0000000601395740806 -0.0000000294287751910	1.0000000000000027507 -0.0000000000000035397	|1.000000000 -0.000000000
2.5000000000000000000 -1.2500000000000000000	1.6922666666666666667 -0.7992000000000000000	1.1886372866026605908 -0.4593012548133409575	0.9443653972046881641 -0.1681681437440908724	0.9695838357965905034 0.0129472961919151333	1.0007745210485883774 -0.0008346949254762808	0.9999999047034553406 -0.0000012917496803018	0.9999999999983404636 0.0000000000002461957	|1.000000000 0.000000000
2.5000000000000000000 -1.5000000000000000000	1.6851211072664359861 -0.9653979238754325260	1.1681151348333488175 -0.5673575587668834745	0.9009461798177063185 -0.2228793595386810341	0.9429737038461695102 0.0318354106676537443	1.0022388064225086840 -0.0040304415681619438	0.9999888979709152398 -0.0000180525747471584	0.9999999997973469467 0.0000000004008414755	|1.000000000 -0.000000000
2.5000000000000000000 -1.7500000000000000000	1.6789183670405237001 -1.1330345479933336336	1.1496795422827246776 -0.6800074405125746257	0.8564393084050030391 -0.2896094475930053262	0.8950794850778878015 0.0544350435863456246	1.0081910814255316912 -0.0139437549996228514	0.9998782421278399281 -0.0002282064510381187	0.9999999627238353332 0.0000000555695434009	0.9999999999999983015 -0.0000000000000041428	|1.000000000 -0.000000000
2.5000000000000000000 -2.0000000000000000000	1.6738052746381122348 -1.3016061867935752528	1.1341337912797234802 -0.7958788535933970249	0.8151397765342163285 -0.3672953202637921360	0.8196749609897778099 0.0675089590699410542	1.0325967905345678619 -0.0356196646878395218	0.9999044096698127092 -0.0022298594176224446	0.9999950350052234922 0.0000004115972599575	1.0000000000244819206 -0.0000000000040871970	|1.000000000 -0.000000000
2.5000000000000000000 -2.2500000000000000000	1.6697597753426330088 -1.4706968651750557065	1.1216741402148091331 -0.9136775964081390588	0.7799973520465430809 -0.4531463683116814279	0.7228942772856335239 0.0537563065058347628	1.1093100763721603193 -0.0579886157915015043	1.0082069446105391164 -0.0104932622809397458	0.9999600767402903708 -0.0001709249950351495	0.9999999723739330540 0.0000000136421962265	1.0000000000000005771 -0.0000000000000007537	|1.000000000 -0.000000000
2.5000000000000000000 -2.5000000000000000000	1.6666666666666666666 -1.6400000000000000000	1.1120943968230363355 -1.0323735840557110540	0.7521448720647446876 -0.5438815504210837502	0.6226474753799556490 0.0048423863824323142	1.2747360703837105122 -0.0101435140935655245	1.0549193424174869386 -0.0034981081854817726	1.0027996176094174243 -0.0003456357421850120	1.0000076905679202987 -0.0000019245642849239	1.0000000000554403947 -0.0000000000296015389	|1.000000000 -0.000000000
2.5000000000000000000 -2.7500000000000000000	1.6643735113258669287 -1.8093098011916217932	1.1049878817001844982 -1.1512447575582922069	0.7312932337082677898 -0.6367008280245153873	0.5363265166556004424 -0.0732985318414767090	1.4534178771605632158 0.2563749089104038769	1.1127442132917059827 0.1185567379462781375	1.0020403441893925091 0.0229531110715942186	0.9994820409911342439 0.0001092311859664983	1.0000002565107295437 -0.0000001132701315285	1.0000000000000529676 -0.0000000000000581100	|1.000000000 -0.000000000
2.5000000000000000000 -3.0000000000000000000	1.6627250739048642838 -1.9785004031174415480	1.0998919375872446110 -1.2698385531058664723	0.7164074631000781365 -0.7296587370320985510	0.4717630109735502359 -0.1677091268052816345	1.3458166499181066855 0.7275123734832982102	0.9752180239899550037 0.3658514157984539611	0.8815815464114439153 0.0418142023660593736	1.0137349354175729415 -0.0126274276711148889	1.0000343066562872041 -0.0003400659776905993	0.9999998855479141282 -0.0000000233838792014	1.0000000000000125525 0.0000000000000053527	|1.000000000 0.000000000
2.5000000000000000000 -3.2500000000000000000	1.6615810542511389653 -2.1475034894487361977	1.0963700125394776888 -1.3879046798659578804	0.7062444327018817343 -0.8216108124956080323	0.4281880582644534522 -0.2669885632071433600	0.8615954621373915541 0.9975111955083501847	0.5464930375727851915 0.4751871774380491459	0.4526160172630775320 -0.3126241399910792262	0.6917358498878176875 0.8218214049173959969	0.4118649793738062471 0.2632392680475733876	0.8604592841613302158 -1.0906461152310052505	0.5334446433484217854 -0.5591189086606220982	0.3294107016472235638 0.1848196050751769129	1.4372347490429169422 -1.8708138011210153253	0.9427218487373558284 -1.1893403434584496294	0.5954427390328526314 -0.6519924430791197657	0.3582777760358806160 -0.0088709278541839460	2.8308837987863413922 0.1225217757830995023	1.9286172312146862875 0.0780941920695233771	1.3749214387185338317 0.0448289971229795594	1.0923816262216586599 0.0184120935657355636	1.0073544273182960616 0.0028635934510001637	1.0000455988555944668 0.0000415383337781243	1.0000000003540107303 0.0000000037879510586	0.9999999999999999858 0.0000000000000000027	|1.000000000 0.000000000
2.5000000000000000000 -3.5000000000000000000	1.6608229851473094716 -2.3162892622352081811	1.0940476974241300510 -1.5053299224234233194	0.6996489176243342552 -0.9119982729845747809	0.4010849543572961353 -0.3643225556352310068	0.3761985163990779558 0.8872235042117765962	0.0012665947895469248 0.3334842372102386857	-2.9963114700190115543 0.1995557111487547722	-1.9609031309394182075 0.1379390788371684623	-1.2218556356382827926 0.1040358596037461851	-0.5960940143315683166 0.1068336278529024438	0.4549370076987196543 0.3868764709285411605	0.4534419987066963373 -0.6645891634521414969	0.1144831332738736609 0.0364399796239732374	18.9206332683670514685 -13.3244176789369157890	12.6139652457804512936 -8.8823590833179381556	8.4097821770085631927 -5.9202541496117004607	5.6075843368070480326 -3.9438693750113812230	3.7407875509024580273 -2.6225716099436630197	2.4993032534655722590 -1.7333670499467537295	1.6788291954533833806 -1.1218311601518110702	1.1505031024326927049 -0.6723491476390268805	0.8591431933963476002 -0.2846841245211997942	0.8991605272411446846 0.0531999469809301505	1.0074270368580412223 -0.0129810424989575049	0.9998910719123486296 -0.0001928021453031538	0.9999999746781858733 0.0000000420027291047	0.9999999999999988770 -0.0000000000000021271	|1.000000000 -0.000000000
2.5000000000000000000 -3.7500000000000000000	1.6603550295857988165 -2.4848520710059171597	1.0926213942767598443 -1.6220867230196357663	0.6956666595632932107 -1.0006318352604792817	0.3856056452517028983 -0.4567076684649358913	0.1006719611299525188 0.6153179513101393022	-0.7456244487299897055 0.1369534165227448169	0.0450599577247267697 0.2974132610017136118	-3.4884856368542217434 -0.8929291508503612679	-2.3031118792182713954 -0.6076368526899493314	-1.4843026638447512831 -0.4340752529111503306	-0.8721189180318666441 -0.3644814312516514477	-0.3192728880917073677 -0.5084670641760034453	-0.6145771426336280603 -1.1718646525511120112	-0.5179583006668694993 -0.9378476179038009916	-0.4999573881263491648 -0.8710272286570954981	-0.4999872681763545572 -0.8660467757708803693	-0.4999999993813797103 -0.8660254037675376523	|-0.500000000 -0.866025404
2.5000000000000000000 -4.0000000000000000000	1.6601018389933930901 -2.6532003534907208685	1.0918534363493528387 -1.7381969356218159719	0.6935578883601052902 -1.0875304223815547774	0.3778719396474290749 -0.5433602591966475033	-0.0129428881886369899 0.3511684502589131475	-2.7006487695400676365 0.4328198491896275332	-1.7581058506828495370 0.3024711958610913744	-1.0733509112468909967 0.2366517662899206829	-0.4652306564219987008 0.2737962558210833802	0.2451979258750250399 1.1825623644007008318	-0.0462280038086760507 0.6975109626574852387	-0.7069918699681395708 0.5550303904231682473	-0.3733861087012720866 0.7708212190861630558	-0.5306012959973958772 0.8704325764177321372	-0.5006945916200994742 0.8654044961138793059	-0.4999993019218255766 0.8660248875823717587	-0.5000000000007345686 0.8660254037846077355	|-0.500000000 0.866025404
2.5000000000000000000 -4.2500000000000000000	1.6600053308309267496 -2.8213499778616318951	1.0915619917827036533 -1.8537080891753894193	0.6927695181264788770 -1.1728170253405269469	0.3751322883051117652 -0.6245381006093911540	-0.0449145248131053795 0.1380575756086021044	-12.8175089213832834869 9.3973216950176971024	-8.5446090201119012028 6.2661396380534665367	-5.6955136659459646171 4.1802580523612306064	-3.7950069413135338499 2.7932097344114038089	-2.5255423132769082011 1.8764735318187678789	-1.6739765136570558487 1.2832210775632391304	-1.0965232207328107853 0.9278348502219349176	-0.7042760941177567020 0.7778865350970527799	-0.4995125305251682038 0.8198255384569982839	-0.4988521903790724141 0.8679656191405013300	-0.4999949264776539271 0.8660253093521805978	-0.5000000000136956100 0.8660254037626332795	|-0.500000000 0.866025404
2.5000000000000000000 -4.5000000000000000000	1.6600213599145603418 -2.9893200427198291208	1.0916100810750388155 -1.9686787050279873229	0.6928966918246304213 -1.2566573203396714908	0.3755393751785878585 -0.7008859924044756516	-0.0416535899527406326 -0.0283174085633273964	48.3028744807921102747 -122.2013629355106782565	32.2019022325437230016 -81.4675620908504883252	21.4679031237128017939 -54.3116783617087089640	14.3118640952083585769 -36.2077187519968010793	9.5410822577375621412 -24.1383288170894253644	6.3603604342745390598 -16.0918809192809170554	4.2394278194188534090 -10.7271594361014264672	2.8244566948604707404 -7.1497268283083473214	1.8788534652993181534 -4.7626296377660022065	1.2432775842618645783 -3.1664043427184235709	0.8077417386350628407 -2.0913370799227985087	0.4893926068562084301 -1.3496450783128785375	0.2021195119107781193 -0.7961036859510319002	-0.2995094623811077731 -0.2950404645994186468	-0.1713241663033138202 -2.0823322842323652834	-0.1895462935501924194 -1.4007016046071482351	-0.2872060448818482124 -0.9781440938280588829	-0.4612979713503427691 -0.8255013874830008446	-0.5028837247166625846 -0.8677962885929600198	-0.5000113884862089216 -0.8660260465979266795	-0.5000000000773226680 -0.8660254036797975927	|-0.500000000 -0.866025404
2.5000000000000000000 -4.7500000000000000000	1.6601167257196543715 -3.1571303541767637081	1.0918956280020944550 -2.0831696928991732004	0.6936467583096460121 -1.3392260428010829014	0.3778836489897013317 -0.7731258532502392440	-0.0246111037875638947 -0.1602410175992751047	-12.1143753669814849237 -3.9128142283314696571	-8.0745820873614709123 -2.6097459233794887187	-5.3793013520600019882 -1.7425398440308140682	-3.5777556970227614960 -1.1678060498497627759	-2.3661686115458096147 -0.7924212755605353788	-1.5347098119920287685 -0.5605209750748547732	-0.9276652271974730961 -0.4541556864844863340	-0.4268076109356093506 -0.5495574958175393349	-0.4549509927331751927 -1.0333989631555072129	-0.4798638133570241186 -0.8817709649594384680	-0.4995171840649186695 -0.8655902561493561643	-0.5000003861405467855 -0.8660255760240476539	-0.5000000000001749154 -0.8660254037844017192	|-0.500000000 -0.866025404
