2.5000000000000000000 -5.0000000000000000000	1.6602666666666666666 -3.3248000000000000000	1.0923431834131294624 -2.1972396265912403533	0.6948098249070217633 -1.4206899975728703268	0.3813812982797210607 -0.8419293411514317999	-0.0030654626429524741 -0.2679766050364799305	-4.6420064072571713115 -0.2848207413027052099	-3.0793753793769328448 -0.1917645740276389922	-2.0181709772529149644 -0.1321874244893789370	-1.2646536486269390246 -0.0987542988753387731	-0.6384584986628964058 -0.0979927605737484898	0.3365032636156585849 -0.3049250395606030695	0.3831095239838983029 1.4053459256148210636	0.1200397332055566435 0.8571679220251963007	-0.3478074668537669131 0.4492185220410682518	-0.4904888603887899401 1.2993090965182519270	-0.4567008892304203547 0.9804106194655432828	-0.4878046151982074066 0.8717492915996640097	-0.4999339448584678831 0.8658560917126346942	-0.5000000072200415139 0.8660254360236299517	-0.4999999999999999096 0.8660254037844397345	|-0.500000000 0.866025404
2.7500000000000000000 0.0000000000000000000	1.8774104683195592286 0.0000000000000000000	1.3461784783503077181 0.0000000000000000000	1.0813911655691670700 0.0000000000000000000	1.0059722358537282793 0.0000000000000000000	1.0000353856858637555 0.0000000000000000000	1.0000000012520876893 0.0000000000000000000	1.0000000000000000016 0.0000000000000000000	|1.000000000 0.000000000
2.7500000000000000000 -0.2500000000000000000	1.8763325270984502373 -0.1587834811430619009	1.3435584844365559833 -0.0900582186037591275	1.0778921262891052581 -0.0355048010409795470	1.0045610090989049125 -0.0048104604515405956	0.9999979547573007867 -0.0000436289238626202	0.9999999981006844653 0.0000000001783534757	1.0000000000000000036 -0.0000000000000000007	|1.000000000 -0.000000000
2.7500000000000000000 -0.5000000000000000000	1.8732693333333333333 -0.3183146666666666667	1.3359885161715021523 -0.1817139796718411892	1.0673610493686995121 -0.0721685087555895737	1.0001792765209365429 -0.0089056122418615341	0.9999207895221491530 -0.0000041327721787913	1.0000000062578773022 0.0000000006548213588	1.0000000000000000387 0.0000000000000000082	|1.000000000 0.000000000
2.7500000000000000000 -0.7500000000000000000	1.8686785009861932939 -0.4791715976331360947	1.3243017562285907276 -0.2763471396431022639	1.0498028004759606698 -0.1113896254497831792	0.9922985193061612204 -0.0114964057560498914	0.9999236397766320899 0.0001777362917820120	0.9999999742316389025 -0.0000000271406226923	0.9999999999999999274 0.0000000000000013987	|1.000000000 0.000000000
2.7500000000000000000 -1.0000000000000000000	1.8631697657484859787 -0.6416608947377768306	1.3097510309126741486 -0.3749168922876821888	1.0255609743406240848 -0.1549122010038139410	0.9797378429979944357 -0.0117551214685919182	1.0002719969807903767 0.0004939463334554944	0.9999998302379248880 0.0000002687181833122	0.9999999999999566096 -0.0000000000000912363	|1.000000000 -0.000000000
2.7500000000000000000 -1.2500000000000000000	1.8573528491899668481 -0.8058109714142740977	1.2937908652951013918 -0.4778244380226276384	0.9956962263646127284 -0.2046496046128951967	0.9602401523970354471 -0.0091999981892941909	1.0015694863942951560 0.0007925830594325594	1.0000018338838900910 0.0000024807662654364	0.9999999999972089658 0.0000000000090988616	|1.000000000 0.000000000
2.7500000000000000000 -1.5000000000000000000	1.8517248840385681636 -0.9714390036106941458	1.2778107215047482608 -0.5849032000288166918	0.9621812241511008426 -0.2621846245614215944	0.9302873166263458908 -0.0047564362746516806	1.0053243260847428149 0.0007674116071668552	1.0000275719878500675 0.0000080862324464944	1.0000000006948066233 0.0000000004458831225	|1.000000000 0.000000000
2.7500000000000000000 -1.7500000000000000000	1.8466205305651672433 -1.1382468281430219146	1.2629101424803479049 -0.6955477328564496450	0.9276553109616565469 -0.3281756414926958534	0.8861163617380185752 -0.0022964608589229726	1.0152547866357709657 0.0006693655565793136	1.0002276422004653058 0.0000198148463533847	1.0000000514129762296 0.0000000090172950723	1.0000000000000025620 0.0000000000000009272	|1.000000000 0.000000000
2.7500000000000000000 -2.0000000000000000000	1.8422157292427562698 -1.3059069880691502313	1.2497884104520276333 -0.8089216453809401645	0.8947828522119902096 -0.4020714386573711040	0.8265302345499199123 -0.0090411416193532288	1.0387792365893304582 0.0046447206240858229	1.0014111468160098381 0.0003341145965390138	1.0000018765905388306 0.0000009403637887163	1.0000000000026373058 0.0000000000035293435	|1.000000000 0.000000000
2.7500000000000000000 -2.2500000000000000000	1.8385615789301702447 -1.4741201842956572885	1.2387567361230041180 -0.9241584157753250491	0.8655928909990030547 -0.4823355099003003328	0.7556707130476617576 -0.0328625936849957514	1.0842110993834233233 0.0286707717708030408	1.0057771899992940866 0.0041377246822133029	1.0000163903732070845 0.0000473534855237343	0.9999999980264328862 0.0000000015523732832	1.0000000000000000015 -0.0000000000000000061	|1.000000000 -0.000000000
2.7500000000000000000 -2.5000000000000000000	1.8356264886741330713 -1.6426431345249551264	1.2298281314609193772 -1.0404978156516351370	0.8411606670379759966 -0.5669928651910860227	0.6823048403840194268 -0.0777283978279805011	1.1435996550079576469 0.1071649905576554206	1.0106594438398470274 0.0245030557696298219	0.9995371254528431614 0.0005300223908202849	0.9999999329408174354 -0.0000004909233463098	0.9999999999997634911 0.0000000000000658417	|1.000000000 0.000000000
2.7500000000000000000 -2.7500000000000000000	1.8333333333333333334 -1.8112947658402203856	1.2228291411503124721 -1.1573470700048804247	0.8216845482447997213 -0.6541548671410812954	0.6155214607115907397 -0.1416087374635606671	1.1619302243306859908 0.2707439328895657887	0.9846835711091931101 0.0769809548139736292	0.9939996701375633639 -0.0017811855977832336	1.0000330442741205260 0.0000216267449618317	1.0000000006242216641 0.0000000014291992085	0.9999999999999999984 0.0000000000000000018	|1.000000000 0.000000000
2.7500000000000000000 -3.0000000000000000000	1.8315865669870653851 -1.9799501601993592026	1.2174960656688853725 -1.2742858408780392291	0.8067749568940269242 -0.7423196452811429930	0.5608888413851940833 -0.2185053193501215826	1.0514333983817336646 0.4766485808873590853	0.8657953468781940207 0.1296521755994274995	0.9930458765279931208 -0.0409683273156116812	0.9983277820935696308 0.0004831198436393127	1.0000025675880558236 -0.0000016210306087598	1.0000000000039647726 -0.0000000000083242406	|1.000000000 -0.000000000
2.7500000000000000000 -3.2500000000000000000	1.8302893380895759017 -2.1485295283392786365	1.2135418106012153457 -1.3910412163160391293	0.7957570952776090561 -0.8304469205519137023	0.5197593792347576080 -0.3018833800066654764	0.8036735803747182983 0.6001535610365896267	0.6298712782362979888 0.0824225335987758124	1.2181421257401697104 -0.1575972109543923775	1.0257600948173503068 -0.0488377504929808872	0.9984952074026675701 -0.0025281585485312992	0.9999958388184408686 0.0000076099572672505	0.9999999999594031145 -0.0000000000633327672	|1.000000000 -0.000000000
2.7500000000000000000 -3.5000000000000000000	1.8293527981503779850 -2.3169866021819967028	1.2106947911953968285 -1.5074529258771878513	0.7878887451930698263 -0.9178997307732994460	0.4907358773465904738 -0.3867701490067333187	0.5266700900700434171 0.5723122575253350472	0.3054218369011467410 -0.1675954538669728831	1.6788459984125640054 2.2048272726692475175	1.1076856814071532480 1.4280444509518026026	0.7130759319297899587 0.8531832973679812765	0.4275335022056096342 0.3034691285852783574	0.6851176997958049013 -0.9424412186637370397	0.3809985604355147744 -0.3947353421575564150	0.2147875733212740234 0.8436571548440401326	-0.2430808885821114683 0.3521230898544055551	-0.8075032802480714796 1.9372092497153247286	-0.5916052527453798452 1.3452216678386076877	-0.4987231193470688766 1.0105721169083464128	-0.4921436972599035205 0.8820396892607260821	-0.4996897810849755527 0.8660737332448148826	-0.5000000209474309468 0.8660253074491807502	-0.4999999999999920839 0.8660254037844442859	|-0.500000000 0.866025404
2.7500000000000000000 -3.7500000000000000000	1.8287001459008542440 -2.4852985398777105816	1.2087172897203253063 -1.6234401803190796115	0.7824814339278672749 -1.0043405890429923872	0.4713640644789454942 -0.4701673606300769868	0.3161544088668537301 0.4385882628125626204	-0.1497111578328849985 -0.7894599754529096469	-0.5802312877305808750 -0.7153165765544344233	-0.4678785209047277422 -0.8613472995425844743	-0.5007595182873590040 -0.8652546621225342725	-0.4999989778868220076 -0.8660248316246676759	-0.5000000000013716003 -0.8660254037844022156	|-0.500000000 -0.866025404
2.7500000000000000000 -4.0000000000000000000	1.8282675128463109804 -2.6534580088042083834	1.2074109892175044359 -1.7389747583032328230	0.7789507756443682058 -1.0896317534651002622	0.4591788578485049026 -0.5506191853708249444	0.1896316463210276883 0.2708469639356160611	-0.9167148178484908406 -2.6846573284257640021	-0.6439124105237571868 -1.8151043285628354294	-0.4990502049407718269 -1.2667026509449068486	-0.4642067171961540641 -0.9671281184865942021	-0.4906476066342772444 -0.8707403203024931837	-0.4999548113343175247 -0.8659253609597959703	-0.5000000038473772593 -0.8660254152061955289	-0.5000000000000000183 -0.8660254037844387909	|-0.500000000 -0.866025404
2.7500000000000000000 -4.2500000000000000000	1.8280031727146539758 -2.8214673805274638112	1.2066155689684911957 -1.8540611037594955781	0.7768257790157249753 -1.1737578158638050849	0.4521305057346786242 -0.6276345089173798022	0.1249837350861549748 0.1099894258693699652	1.6118759729922141874 -11.8547483265593759068	1.0723396945705816752 -7.9025437493081548378	0.7098415698306751767 -5.2669658343879793812	0.4618472027584124391 -3.5081862504546772541	0.2821825885592663023 -2.3319005942315823186	0.1294504801744141093 -1.5401897972501577451	-0.0512739453505288632 -1.0035028799070367700	-0.3626116614189966707 -0.7026519100632455144	-0.5506415913746539728 -0.9029880355405211835	-0.5035394424681892881 -0.8669122537923193301	-0.5000112935528091977 -0.8660184376718002617	-0.4999999999032471767 -0.8660254036373334417	|-0.500000000 -0.866025404
2.7500000000000000000 -4.5000000000000000000	1.8278660101838993393 -2.9893346799646509280	1.2062041640646242416 -1.9687225025963062602	0.7757387155995738793 -1.2567720970753809879	0.4486612421434819648 -0.7012416228838813779	0.0975369738693540713 -0.0307951263954539229	26.1505360262966546400 18.2750882902115405169	17.4338032580603428182 12.1830846554295506561	11.6227888191608364063 8.1213644784340971354	7.7490960070577623842 5.4126860947868428858	5.1673480949963622052 3.6049545129402112275	3.4477978314217069440 2.3954224525872330881	2.3051300919240390091 1.5792245064515433966	1.5521720125625423821 1.0130041767388576745	1.0738439645707538450 0.5865180534508147711	0.8362259229223373351 0.2036834771869540883	0.9570678599535330376 -0.0711451992253888555	0.9959769621976974275 0.0060804389775287920	0.9999787016966912279 -0.0000490141458396584	0.9999999980510394452 0.0000000020877682090	0.9999999999999999994 -0.0000000000000000081	|1.000000000 -0.000000000
2.7500000000000000000 -4.7500000000000000000	1.8278237863214017206 -3.1570708722875524411	1.2060778688205112244 -2.0829919331187876079	0.7754081566415552363 -1.3387621821124469364	0.4476411986137274449 -0.7717099276674672055	0.0905022941381767538 -0.1509306994110406366	-5.0097274567261593889 9.3932371379150056915	-3.3414568584053866384 6.2646006576554006218	-2.2313211551552784564 4.1818919895154254181	-1.4958082995123603643 2.8002520272507141290	-1.0155942812506820328 1.8943237202891462875	-0.7169975730407208821 1.3229748240706339482	-0.5583645105629007818 1.0053197379130361325	-0.5054542026483951362 0.8841963477503235900	-0.5000229223209407108 0.8663759208358577975	-0.4999999527915020832 0.8660255177277768044	-0.4999999999999853059 0.8660254037844425813	|-0.500000000 0.866025404
2.7500000000000000000 -5.0000000000000000000	1.8278514790813964483 -3.3246881151582357370	1.2061603961765778257 -2.1969062642964198079	0.7756214563759529563 -1.4198289985068148764	0.4482706148137837451 -0.8393957482373798871	0.0941128554914721979 -0.2536767949338509161	-3.3886912739194072588 2.8005491420298428305	-2.2558788820296015456 1.8839717051729694855	-1.4970416455075145936 1.2939509462031406258	-0.9857033658152278947 0.9468701474756623611	-0.6499678179231419417 0.8095300649458251248	-0.5001367827705211163 0.8416537650787680642	-0.4996797676175459273 0.8665457987156246242	-0.4999996273568969129 0.8660253831314758874	-0.5000000000000825483 0.8660254037843264535	|-0.500000000 0.866025404
3.0000000000000000000 0.0000000000000000000	2.0370370370370370369 0.0000000000000000000	1.4383552698704213855 0.0000000000000000000	1.1200223833365090620 0.0000000000000000000	1.0124022603818694501 0.0000000000000000000	1.0001513113605826367 0.0000000000000000000	1.0000000228905096576 0.0000000000000000000	1.0000000000000005240 0.0000000000000000000	|1.000000000 0.000000000
3.0000000000000000000 -0.2500000000000000000	2.0362742766547760602 -0.1605786761791518034	1.4364225754648076409 -0.0945296066187930924	1.1170838665631701922 -0.0419394596758704344	1.0107161634058538160 -0.0079586819793243241	1.0000525265728796916 -0.0001676187544610240	0.9999999746687044899 -0.0000000176133053217	1.0000000000000003314 0.0000000000000008923	|1.000000000 0.000000000
3.0000000000000000000 -0.5000000000000000000	2.0340881421962503043 -0.3216459702946189433	1.4308223926736146962 -0.1901798463206841107	1.1083198612101103151 -0.0849934390310759496	1.0055006077609930186 -0.0155278412826343340	0.9997942490972554618 -0.0001738181079307833	1.0000000121074393843 0.0000000715488993714	0.9999999999999950274 0.0000000000000017326	|1.000000000 0.000000000
3.0000000000000000000 -0.7500000000000000000	2.0307574009996155326 -0.4835960528002050493	1.4221189676399856576 -0.2879221665762398132	1.0939395290321898118 -0.1303619820892784695	0.9962446469702396123 -0.0223675687883528653	0.9995067054691550194 0.0001540731828593118	1.0000002197142006966 -0.0000001521521199824	1.0000000000000251241 -0.0000000000000668600	|1.000000000 -0.000000000
3.0000000000000000000 -1.0000000000000000000	2.0266666666666666666 -0.6466666666666666666	1.4111547692964421754 -0.3884504344797657445	1.0744494537266218070 -0.1793367061957500106	0.9819857566212590114 -0.0283246208634072686	0.9994708871538777480 0.0010252537011344137	0.9999992267870943284 -0.0000010846582168082	0.9999999999994213717 0.0000000000016773443	|1.000000000 0.000000000
3.0000000000000000000 -1.2500000000000000000	2.0222214441604518982 -0.8109251543480036880	1.3989125284501991808 -0.4921009277292852817	1.0508016198129094654 -0.2331695622299675424	0.9612462823652848777 -0.0337520844314458308	1.0002518054542086909 0.0027703469922024523	0.9999923963856553269 0.0000014227878709230	1.0000000000557911503 -0.0000000000216369857	|1.000000000 -0.000000000
3.0000000000000000000 -1.5000000000000000000	2.0177777777777777778 -0.9762962962962962963	1.3863563380017458716 -0.5988449690181191774	1.0244316699430366600 -0.2928156564637424429	0.9322322152759882075 -0.0400288088340050157	1.0029306635017456678 0.0061319013642827763	0.9999713950144949478 0.0000360343732111746	0.9999999995196517726 -0.0000000020615809969	0.9999999999999999960 0.0000000000000000020	|1.000000000 0.000000000
